Horodateur,Quel est ton âge ?,Quel est ton niveau scolaire actuel ?,Quelles sont tes matières préférées à l’école ?,Quelles matières aimes-tu le moins ?,Quel type d’activités préfères-tu en dehors de l’école ?,Préfères-tu travailler seul(e) ou en groupe ?,"Aimes-tu les matières scientifiques (maths, physique, chimie) ?","Préfères-tu les matières littéraires (français, histoire, langues) ?","Es-tu intéressé(e) par les arts (musique, dessin, théâtre) ?",Quel est ton style d’apprentissage préféré ?,Aimes-tu résoudre des problèmes ou des énigmes ?,Te sens-tu à l’aise avec les technologies et l’informatique ?,Aimes-tu travailler avec des chiffres et des données ?,Es-tu attiré(e) par les métiers liés à la santé ou au social ?,Quel est ton niveau en langues étrangères ?,Préfères-tu des métiers créatifs ou techniques ?,Aimes-tu la recherche et l’analyse ?,As-tu déjà une idée du métier que tu aimerais faire plus tard ?,Quel type d’environnement de travail te motive le plus ?,Es-tu prêt(e) à suivre des études longues (plus de 3 ans) ?,Quelle importance accordes-tu à la stabilité de l’emploi dans ton choix de carrière ?,Préfères-tu un métier avec beaucoup de contacts humains ?,Quel rôle voudrais-tu avoir dans une équipe ?,Quelles qualités personnelles te décrivent le mieux ?,Comment gères-tu le stress ou les situations difficiles ?,As-tu déjà participé à des projets ou activités extra-scolaires ?,Quelle place accordes-tu à l’innovation et à la créativité dans ton travail ?,Es-tu intéressé(e) par l’entrepreneuriat ou créer ta propre entreprise ?,Quels sont tes objectifs personnels à court terme (1-2 ans) ?,Comment imagines-tu ta vie professionnelle dans 10 ans ?,Champ convenable
08/07/2025 05:05:52,18 ans et plus,Terminale,"Langues étrangères, Histoire-Géographie","Physique-Chimie, Français",Sports,Ça dépend des situations,Pas du tout,"Oui, beaucoup",Un peu,Je ne sais pas,Parfois,Oui,Parfois,Peut-être,Intermédiaire,Je ne sais pas,Oui,J’ai quelques idées,Travail manuel,Non,Très importante,Non,Organisateur / planificateur,"Dynamique, Créatif(ve), Patient(e)",Je préfère éviter ces situations,Non,Moyennement importante,Un peu,Créer un projet personnel,Être entrepreneur,Divers
08/07/2025 05:10:52,18 ans et plus,Terminale,Histoire-Géographie,Mathématiques,Lecture,Seul(e),"Oui, beaucoup","Oui, beaucoup",Non,"Auditif (écoute, explications orales)",Non,Oui,Oui,Non,Intermédiaire,Créatifs,Un peu,Pas encore,Travail en extérieur,Oui,Très importante,Oui,Organisateur / planificateur,"Patient(e), Curieux(se)",Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,Un peu,Réussir mes examens,Travailler dans un domaine qui me passionne,Lettres / Sciences Humaines
08/07/2025 05:15:52,Moins de 14 ans,Terminale,Physique-Chimie,Sciences de la vie et de la Terre,"Bénévolat / Engagement associatif, Lecture, Activités artistiques",Ça dépend des situations,"Oui, beaucoup",Un peu,Non,"Visuel (images, schémas)",Parfois,Oui,Parfois,Non,Intermédiaire,Créatifs,Un peu,J’ai quelques idées,Travail manuel,Oui,Peu importante,Oui,Organisateur / planificateur,"Rigoureux(se), Créatif(ve)",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Obtenir mon diplôme,Continuer à apprendre,Communication / Marketing
08/07/2025 05:20:52,18 ans et plus,Terminale,Sciences de la vie et de la Terre,"Physique-Chimie, Mathématiques","Activités artistiques, Lecture",Ça dépend des situations,"Oui, beaucoup",Un peu,Non,Je ne sais pas,"Oui, beaucoup",Non,Oui,Peut-être,Intermédiaire,Créatifs,Un peu,J’ai quelques idées,Laboratoire / recherche,Non,Peu importante,Non,Organisateur / planificateur,Organisé(e),Je reste calme et cherche des solutions,"Oui, une fois ou deux",Moyennement importante,Un peu,Trouver un stage,Continuer à apprendre,Divers
08/07/2025 05:25:52,16-17 ans,Terminale,"Français, Mathématiques, Histoire-Géographie",Physique-Chimie,Jeux vidéo,En groupe,Un peu,Un peu,Oui,"Auditif (écoute, explications orales)",Non,Moyennement,Parfois,Oui,Intermédiaire,Techniques,Un peu,"Oui, clairement",Laboratoire / recherche,Oui,Peu importante,Oui,Organisateur / planificateur,"Rigoureux(se), Créatif(ve)",Je préfère éviter ces situations,"Oui, une fois ou deux",Moyennement importante,Pas du tout,Créer un projet personnel,Avoir un poste à responsabilités,Arts / Création
08/07/2025 05:30:52,16-17 ans,Terminale,"Histoire-Géographie, Sciences de la vie et de la Terre",,"Lecture, Sports, Jeux vidéo",Ça dépend des situations,"Oui, beaucoup",Pas du tout,Non,"Visuel (images, schémas)","Oui, beaucoup",Oui,Oui,Peut-être,Débutant,Les deux,Oui,J’ai quelques idées,Je ne sais pas,Non,Moyennement importante,Oui,Exécutant / spécialiste,"Dynamique, Patient(e)",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Obtenir mon diplôme,Contribuer à la société,Technologie / Technique
08/07/2025 05:35:52,18 ans et plus,Terminale,"Arts plastiques / Musique, Français","Langues étrangères, Physique-Chimie","Bénévolat / Engagement associatif, Lecture",Ça dépend des situations,Pas du tout,Pas du tout,Non,"Visuel (images, schémas)","Oui, beaucoup",Oui,Oui,Non,Avancé,Techniques,Un peu,J’ai quelques idées,Bureau / travail sur ordinateur,Oui,Très importante,Oui,Leader / chef de projet,Organisé(e),Je reste calme et cherche des solutions,"Oui, une fois ou deux",Très importante,"Oui, beaucoup",Développer mes compétences,Être entrepreneur,Santé / Social
08/07/2025 05:40:52,18 ans et plus,Post-bac / Université,Arts plastiques / Musique,Physique-Chimie,"Sports, Sorties avec des amis, Jeux vidéo",En groupe,"Oui, beaucoup",Un peu,Un peu,"Kinesthésique (faire, manipuler)",Parfois,Oui,Oui,Peut-être,Intermédiaire,Les deux,Un peu,J’ai quelques idées,Travail manuel,Oui,Très importante,Oui,Organisateur / planificateur,"Patient(e), Dynamique",Je reste calme et cherche des solutions,Non,Moyennement importante,Un peu,Obtenir mon diplôme,Contribuer à la société,Informatique / Ingénierie
08/07/2025 05:45:52,Moins de 14 ans,Première,Langues étrangères,Physique-Chimie,Sorties avec des amis,En groupe,"Oui, beaucoup",Un peu,Oui,"Kinesthésique (faire, manipuler)",Non,Oui,Oui,Oui,Courant / bilingue,Les deux,Oui,"Oui, clairement",Je ne sais pas,Oui,Très importante,Oui,Exécutant / spécialiste,"Dynamique, Créatif(ve), Rigoureux(se)",Je reste calme et cherche des solutions,Non,Très importante,Pas du tout,Réussir mes examens,Travailler dans un domaine qui me passionne,Informatique / Ingénierie
08/07/2025 05:50:52,16-17 ans,Seconde,"Physique-Chimie, Langues étrangères, Sciences de la vie et de la Terre","Français, Histoire-Géographie",Sorties avec des amis,Ça dépend des situations,Un peu,Un peu,Non,"Visuel (images, schémas)",Parfois,Moyennement,Oui,Oui,Intermédiaire,Techniques,Non,"Oui, clairement",Travail en extérieur,Non,Très importante,Oui,Leader / chef de projet,"Dynamique, Créatif(ve)",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Moyennement importante,Pas du tout,Créer un projet personnel,Être entrepreneur,Santé / Social
08/07/2025 05:55:52,16-17 ans,Seconde,Histoire-Géographie,,"Sports, Jeux vidéo, Activités artistiques",En groupe,"Oui, beaucoup","Oui, beaucoup",Oui,"Kinesthésique (faire, manipuler)",Non,Oui,Oui,Oui,Intermédiaire,Je ne sais pas,Oui,"Oui, clairement",Travail manuel,Oui,Peu importante,Oui,Créatif / innovateur,Créatif(ve),Je me sens parfois dépassé(e),"Oui, plusieurs fois",Très importante,Pas du tout,Réussir mes examens,Avoir un poste à responsabilités,Arts / Création
08/07/2025 06:00:52,18 ans et plus,Terminale,Sciences de la vie et de la Terre,,"Sports, Activités artistiques",Seul(e),Un peu,Un peu,Un peu,Je ne sais pas,"Oui, beaucoup",Oui,Non,Oui,Intermédiaire,Techniques,Un peu,J’ai quelques idées,Bureau / travail sur ordinateur,Non,Peu importante,Parfois,Exécutant / spécialiste,"Curieux(se), Créatif(ve), Patient(e)",Je reste calme et cherche des solutions,Non,Peu importante,"Oui, beaucoup",Obtenir mon diplôme,Contribuer à la société,Divers
08/07/2025 06:05:52,18 ans et plus,Post-bac / Université,"Physique-Chimie, Sciences de la vie et de la Terre, Histoire-Géographie",,"Sports, Bénévolat / Engagement associatif, Sorties avec des amis",Ça dépend des situations,Pas du tout,Un peu,Un peu,"Kinesthésique (faire, manipuler)",Parfois,Oui,Parfois,Non,Intermédiaire,Techniques,Oui,"Oui, clairement",Bureau / travail sur ordinateur,Peut-être,Peu importante,Non,Je ne sais pas,"Curieux(se), Dynamique, Organisé(e)",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Moyennement importante,Pas du tout,Réussir mes examens,Être entrepreneur,Divers
08/07/2025 06:10:52,18 ans et plus,Post-bac / Université,"Sciences de la vie et de la Terre, Français",,"Sorties avec des amis, Activités artistiques",En groupe,Un peu,Un peu,Non,Je ne sais pas,"Oui, beaucoup",Moyennement,Parfois,Non,Courant / bilingue,Techniques,Oui,J’ai quelques idées,Travail en extérieur,Non,Très importante,Oui,Je ne sais pas,"Organisé(e), Rigoureux(se)",Je préfère éviter ces situations,Non,Peu importante,"Oui, beaucoup",Créer un projet personnel,Avoir un poste à responsabilités,Santé / Social
08/07/2025 06:15:52,14-15 ans,Terminale,Physique-Chimie,,Jeux vidéo,Ça dépend des situations,"Oui, beaucoup",Un peu,Non,"Visuel (images, schémas)","Oui, beaucoup",Moyennement,Oui,Oui,Intermédiaire,Créatifs,Un peu,"Oui, clairement",Je ne sais pas,Non,Très importante,Oui,Créatif / innovateur,"Créatif(ve), Organisé(e), Dynamique",Je préfère éviter ces situations,"Oui, plusieurs fois",Peu importante,Pas du tout,Réussir mes examens,Continuer à apprendre,Communication / Marketing
08/07/2025 06:20:52,18 ans et plus,Première,"Histoire-Géographie, Français, Mathématiques",,"Jeux vidéo, Activités artistiques",Ça dépend des situations,Un peu,Un peu,Un peu,Je ne sais pas,"Oui, beaucoup",Oui,Oui,Oui,Intermédiaire,Techniques,Oui,J’ai quelques idées,Laboratoire / recherche,Peut-être,Moyennement importante,Oui,Leader / chef de projet,"Rigoureux(se), Dynamique, Créatif(ve)",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Très importante,"Oui, beaucoup",Développer mes compétences,Contribuer à la société,Santé / Social
08/07/2025 06:25:52,16-17 ans,Première,"Histoire-Géographie, Physique-Chimie, Sciences de la vie et de la Terre",Mathématiques,"Bénévolat / Engagement associatif, Activités artistiques",Seul(e),Un peu,"Oui, beaucoup",Oui,"Visuel (images, schémas)",Parfois,Non,Oui,Non,Intermédiaire,Techniques,Non,J’ai quelques idées,Je ne sais pas,Oui,Très importante,Oui,Organisateur / planificateur,Dynamique,Je reste calme et cherche des solutions,"Oui, une fois ou deux",Très importante,"Oui, beaucoup",Obtenir mon diplôme,Continuer à apprendre,Arts / Création
08/07/2025 06:30:52,14-15 ans,Seconde,Histoire-Géographie,,"Activités artistiques, Sports, Bénévolat / Engagement associatif",Ça dépend des situations,Un peu,"Oui, beaucoup",Un peu,"Auditif (écoute, explications orales)",Parfois,Moyennement,Non,Non,Intermédiaire,Techniques,Un peu,J’ai quelques idées,Bureau / travail sur ordinateur,Oui,Moyennement importante,Parfois,Organisateur / planificateur,Organisé(e),Je reste calme et cherche des solutions,"Oui, une fois ou deux",Peu importante,"Oui, beaucoup",Développer mes compétences,Travailler dans un domaine qui me passionne,Divers
08/07/2025 06:35:52,16-17 ans,Terminale,"Physique-Chimie, Français, Histoire-Géographie",,"Lecture, Sports, Sorties avec des amis",Ça dépend des situations,Un peu,Un peu,Oui,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Oui,Peut-être,Intermédiaire,Créatifs,Oui,Pas encore,Je ne sais pas,Oui,Peu importante,Parfois,Leader / chef de projet,Curieux(se),Je me sens parfois dépassé(e),"Oui, plusieurs fois",Moyennement importante,Un peu,Créer un projet personnel,Travailler dans un domaine qui me passionne,Arts / Création
08/07/2025 06:40:52,16-17 ans,Seconde,Arts plastiques / Musique,Langues étrangères,Activités artistiques,Ça dépend des situations,"Oui, beaucoup",Pas du tout,Non,"Auditif (écoute, explications orales)",Parfois,Oui,Oui,Non,Intermédiaire,Créatifs,Oui,"Oui, clairement",Bureau / travail sur ordinateur,Oui,Très importante,Non,Organisateur / planificateur,Rigoureux(se),Je me sens parfois dépassé(e),Non,Très importante,Pas du tout,Trouver un stage,Travailler dans un domaine qui me passionne,Recherche / Sciences
08/07/2025 06:45:52,14-15 ans,Post-bac / Université,"Mathématiques, Arts plastiques / Musique, Sciences de la vie et de la Terre",Histoire-Géographie,"Bénévolat / Engagement associatif, Activités artistiques, Sports",Seul(e),Un peu,"Oui, beaucoup",Non,"Kinesthésique (faire, manipuler)",Parfois,Oui,Non,Peut-être,Débutant,Créatifs,Non,"Oui, clairement",Travail manuel,Peut-être,Moyennement importante,Parfois,Exécutant / spécialiste,"Patient(e), Dynamique, Créatif(ve)",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Moyennement importante,Un peu,Trouver un stage,Contribuer à la société,Lettres / Sciences Humaines
08/07/2025 06:50:52,16-17 ans,Seconde,Mathématiques,Français,"Activités artistiques, Sports",Seul(e),Un peu,"Oui, beaucoup",Oui,"Auditif (écoute, explications orales)",Parfois,Oui,Oui,Non,Intermédiaire,Les deux,Non,"Oui, clairement",Travail en extérieur,Oui,Moyennement importante,Oui,Créatif / innovateur,"Curieux(se), Créatif(ve)",Je reste calme et cherche des solutions,Non,Moyennement importante,Pas du tout,Réussir mes examens,Travailler dans un domaine qui me passionne,Arts / Création
08/07/2025 06:55:52,16-17 ans,Première,"Histoire-Géographie, Langues étrangères, Mathématiques",,"Jeux vidéo, Sorties avec des amis, Activités artistiques",Seul(e),Un peu,Pas du tout,Un peu,"Auditif (écoute, explications orales)",Parfois,Oui,Oui,Non,Intermédiaire,Techniques,Oui,"Oui, clairement",Bureau / travail sur ordinateur,Oui,Très importante,Non,Organisateur / planificateur,"Rigoureux(se), Organisé(e)",Je reste calme et cherche des solutions,Non,Très importante,Pas du tout,Créer un projet personnel,Avoir un poste à responsabilités,Recherche / Sciences
08/07/2025 07:00:52,16-17 ans,Première,Histoire-Géographie,,Jeux vidéo,Seul(e),"Oui, beaucoup",Pas du tout,Non,"Visuel (images, schémas)","Oui, beaucoup",Moyennement,Oui,Oui,Intermédiaire,Les deux,Non,Pas encore,Laboratoire / recherche,Non,Très importante,Oui,Créatif / innovateur,"Créatif(ve), Curieux(se), Organisé(e)",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Peu importante,"Oui, beaucoup",Développer mes compétences,Travailler dans un domaine qui me passionne,Technologie / Technique
08/07/2025 07:05:52,16-17 ans,Première,"Physique-Chimie, Langues étrangères",Arts plastiques / Musique,"Jeux vidéo, Activités artistiques",En groupe,"Oui, beaucoup",Un peu,Oui,"Auditif (écoute, explications orales)",Parfois,Oui,Oui,Non,Intermédiaire,Les deux,Oui,J’ai quelques idées,Bureau / travail sur ordinateur,Oui,Moyennement importante,Oui,Leader / chef de projet,"Dynamique, Rigoureux(se), Curieux(se)",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Peu importante,Un peu,Trouver un stage,Être entrepreneur,Informatique / Ingénierie
08/07/2025 07:10:52,16-17 ans,Première,"Mathématiques, Sciences de la vie et de la Terre, Physique-Chimie","Français, Arts plastiques / Musique","Activités artistiques, Sports",Ça dépend des situations,"Oui, beaucoup",Un peu,Non,"Visuel (images, schémas)",Parfois,Oui,Oui,Peut-être,Avancé,Les deux,Non,Pas encore,Travail manuel,Oui,Très importante,Oui,Exécutant / spécialiste,Rigoureux(se),Je reste calme et cherche des solutions,"Oui, plusieurs fois",Peu importante,Pas du tout,Obtenir mon diplôme,Contribuer à la société,Informatique / Ingénierie
08/07/2025 07:15:52,18 ans et plus,Post-bac / Université,"Physique-Chimie, Arts plastiques / Musique, Mathématiques",Histoire-Géographie,Activités artistiques,Ça dépend des situations,"Oui, beaucoup","Oui, beaucoup",Un peu,"Visuel (images, schémas)","Oui, beaucoup",Oui,Parfois,Non,Intermédiaire,Techniques,Non,"Oui, clairement",Travail manuel,Oui,Très importante,Oui,Créatif / innovateur,"Organisé(e), Créatif(ve)",Je préfère éviter ces situations,Non,Très importante,"Oui, beaucoup",Développer mes compétences,Être entrepreneur,Informatique / Ingénierie
08/07/2025 07:20:52,16-17 ans,Seconde,"Sciences de la vie et de la Terre, Langues étrangères, Histoire-Géographie",,Sorties avec des amis,Ça dépend des situations,"Oui, beaucoup",Un peu,Un peu,"Auditif (écoute, explications orales)","Oui, beaucoup",Moyennement,Non,Peut-être,Avancé,Créatifs,Un peu,J’ai quelques idées,Je ne sais pas,Peut-être,Très importante,Oui,Organisateur / planificateur,"Organisé(e), Patient(e), Créatif(ve)",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Moyennement importante,"Oui, beaucoup",Développer mes compétences,Avoir un poste à responsabilités,Communication / Marketing
08/07/2025 07:25:52,14-15 ans,Terminale,"Physique-Chimie, Français","Sciences de la vie et de la Terre, Langues étrangères",Jeux vidéo,Seul(e),Un peu,Pas du tout,Non,"Auditif (écoute, explications orales)",Parfois,Oui,Oui,Oui,Intermédiaire,Créatifs,Non,"Oui, clairement",Je ne sais pas,Oui,Peu importante,Non,Organisateur / planificateur,Rigoureux(se),Je préfère éviter ces situations,"Oui, plusieurs fois",Peu importante,Un peu,Réussir mes examens,Être entrepreneur,Divers
08/07/2025 07:30:52,14-15 ans,Première,"Français, Arts plastiques / Musique, Mathématiques",,"Bénévolat / Engagement associatif, Activités artistiques",Seul(e),"Oui, beaucoup","Oui, beaucoup",Oui,Je ne sais pas,Parfois,Moyennement,Parfois,Peut-être,Intermédiaire,Techniques,Oui,"Oui, clairement",Travail en extérieur,Non,Moyennement importante,Oui,Leader / chef de projet,"Rigoureux(se), Patient(e)",Je préfère éviter ces situations,"Oui, une fois ou deux",Peu importante,Pas du tout,Obtenir mon diplôme,Avoir un poste à responsabilités,Technologie / Technique
08/07/2025 07:35:52,18 ans et plus,Première,Français,,"Sorties avec des amis, Activités artistiques",Seul(e),"Oui, beaucoup",Pas du tout,Oui,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Non,Non,Avancé,Créatifs,Oui,Pas encore,Travail manuel,Peut-être,Moyennement importante,Parfois,Créatif / innovateur,"Patient(e), Rigoureux(se), Dynamique",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Obtenir mon diplôme,Avoir un poste à responsabilités,Arts / Création
08/07/2025 07:40:52,18 ans et plus,Première,"Physique-Chimie, Mathématiques, Arts plastiques / Musique","Langues étrangères, Français",Lecture,Ça dépend des situations,Un peu,"Oui, beaucoup",Non,"Kinesthésique (faire, manipuler)","Oui, beaucoup",Oui,Non,Peut-être,Avancé,Les deux,Un peu,J’ai quelques idées,Travail en extérieur,Non,Très importante,Oui,Exécutant / spécialiste,"Organisé(e), Curieux(se), Créatif(ve)",Je préfère éviter ces situations,"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Développer mes compétences,Contribuer à la société,Divers
08/07/2025 07:45:52,18 ans et plus,Première,"Physique-Chimie, Histoire-Géographie, Arts plastiques / Musique",Langues étrangères,"Sports, Jeux vidéo, Sorties avec des amis",Ça dépend des situations,Un peu,Pas du tout,Non,Je ne sais pas,Parfois,Oui,Oui,Non,Courant / bilingue,Techniques,Oui,"Oui, clairement",Travail manuel,Oui,Très importante,Non,Exécutant / spécialiste,"Patient(e), Organisé(e), Créatif(ve)",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Très importante,"Oui, beaucoup",Développer mes compétences,Travailler dans un domaine qui me passionne,Recherche / Sciences
08/07/2025 07:50:52,14-15 ans,Terminale,"Arts plastiques / Musique, Physique-Chimie, Français",Histoire-Géographie,"Sports, Jeux vidéo",Ça dépend des situations,Pas du tout,"Oui, beaucoup",Non,"Auditif (écoute, explications orales)",Parfois,Oui,Non,Non,Avancé,Techniques,Non,J’ai quelques idées,Laboratoire / recherche,Oui,Moyennement importante,Non,Organisateur / planificateur,"Patient(e), Dynamique, Curieux(se)",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Très importante,Pas du tout,Obtenir mon diplôme,Travailler dans un domaine qui me passionne,Divers
